folder,filename,path,database,width,height,depth,segmented,name,pose,truncated,difficult,xmin,ymin,xmax,ymax,ID,Date,Time,Lon,Lat,Altitude,North,Azimuth,Cam. Maker,Cam. Model,Title,Comment,Path,RelPath,Timestamp,Images,Link,Description,SENTIDO,geometry,index_right,COMPRIMENTO,KM,KM ESTACA,OFFSET
CRESCENTE,G0059973.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0059973.JPG,Unknown,3341,2923,3,0,UNICA,Unspecified,0,0,2638,1038,3188,1318,77f81985-67e2-4341-a377-fe01c71d94b6,2025-05-09,14:01:46,-38.450731199972225,-4.068690499972222,33.07,,,GoPro,HERO11 Black,DCIM\105GOPRO\G0059973.JPG,,D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059973.JPG,D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059973.JPG,2025-05-09 14:01:46,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\105GOPRO\G0059973.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059973.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\105GOPRO\G0059973.JPG"">G0059973.JPG</a>",CRESCENTE,POINT (560967.7832618069 9550259.132969266),613,9.99999999997178,6.14,6+140,5.8
CRESCENTE,G0060018.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060018.JPG,Unknown,3341,2923,3,0,A-32a,Unspecified,0,0,2163,1078,2353,1263,28c98e5b-d15f-4cec-b7f8-7140fb43b411,2025-05-09,14:02:30,-38.445553499999995,-4.069437799999999,46.036,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060018.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060018.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060018.JPG,2025-05-09 14:02:30,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060018.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060018.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060018.JPG"">G0060018.JPG</a>",CRESCENTE,POINT (561542.4590978158 9550176.133050289),673,9.999999999433845,6.74,6+740,5.8
CRESCENTE,G0060028.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060028.JPG,Unknown,3341,2923,3,0,A-2a,Unspecified,0,0,2223,1056,2413,1251,11c809f7-6654-43f1-85e4-20f5fa80e171,2025-05-09,14:02:40,-38.44446669997222,-4.070102299999999,46.656,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060028.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060028.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060028.JPG,2025-05-09 14:02:40,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060028.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060028.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060028.JPG"">G0060028.JPG</a>",CRESCENTE,POINT (561663.0449561811 9550102.595750675),687,10.000000000070175,6.88,6+880,5.8
CRESCENTE,G0060130.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060130.JPG,Unknown,3341,2923,3,0,R-19.6,Unspecified,0,0,2448,1128,2643,1323,a89befad-7f05-4d70-8e23-d2263b9b1a68,2025-05-09,14:04:22,-38.440624899999996,-4.0710359,47.87,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060130.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060130.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060130.JPG,2025-05-09 14:04:22,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060130.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060130.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060130.JPG"">G0060130.JPG</a>",CRESCENTE,POINT (562089.4187243634 9549999.100279376),733,10.00000000012957,7.34,7+340,5.8
CRESCENTE,G0060260.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060260.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2650,998,2955,1273,5ef20b0a-fd4c-46ff-bacd-5e6186d7bc81,2025-05-09,14:06:32,-38.436723099999995,-4.070557399999999,50.627,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060260.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060260.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060260.JPG,2025-05-09 14:06:32,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060260.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060260.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060260.JPG"">G0060260.JPG</a>",CRESCENTE,POINT (562522.5608058184 9550051.692887329),776,10.00000000012957,7.77,7+770,5.8
CRESCENTE,G0060280.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060280.JPG,Unknown,3341,2923,3,0,MQ,Unspecified,1,0,3103,1116,3341,1411,7a9392ac-c7f7-4174-8d63-2e37cf99a0b2,2025-05-09,14:06:52,-38.434715499999996,-4.070308599972222,51.38,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060280.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060280.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060280.JPG,2025-05-09 14:06:52,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060280.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060280.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060280.JPG"">G0060280.JPG</a>",CRESCENTE,POINT (562745.4266720618 9550079.039694376),799,10.00000000012957,8.0,8+000,5.8
CRESCENTE,G0060304.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060304.JPG,Unknown,3341,2923,3,0,R-19.6,Unspecified,0,0,2543,1051,2808,1271,13b0eaa2-8404-450b-b6ce-9b8ac79429fe,2025-05-09,14:07:16,-38.4331436,-4.070152399972222,51.548,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060304.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060304.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060304.JPG,2025-05-09 14:07:16,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060304.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060304.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060304.JPG"">G0060304.JPG</a>",CRESCENTE,POINT (562919.9221575381 9550096.183838638),816,10.00000000007741,8.17,8+170,5.8
CRESCENTE,G0060366.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060366.JPG,Unknown,3341,2923,3,0,UNICA,Unspecified,0,0,2777,1127,3174,1349,31e6d4cd-8a28-4cf0-b730-b78912fd09ed,2025-05-09,14:08:18,-38.431795799999996,-4.070054799999999,52.481,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060366.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060366.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060366.JPG,2025-05-09 14:08:18,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060366.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060366.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060366.JPG"">G0060366.JPG</a>",CRESCENTE,POINT (563069.5377274922 9550106.86745642),831,10.00000000007741,8.32,8+320,5.8
CRESCENTE,G0060374.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060374.JPG,Unknown,3341,2923,3,0,A-33b,Unspecified,0,0,2493,997,2759,1265,b3d002e7-f3a5-4880-898e-64b9fc7c7047,2025-05-09,14:08:26,-38.43117099997222,-4.070014899999999,52.273,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060374.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060374.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060374.JPG,2025-05-09 14:08:26,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060374.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060374.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060374.JPG"">G0060374.JPG</a>",CRESCENTE,POINT (563138.8946672914 9550111.229200235),838,10.00000000007741,8.39,8+390,5.8
CRESCENTE,G0060396.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060396.JPG,Unknown,3341,2923,3,0,BusLTx_50x80_M,Unspecified,0,0,2548,1116,2629,1237,be1b13cb-b104-43b8-891c-48af3e809863,2025-05-09,14:08:48,-38.42909939997222,-4.069881399972222,51.49,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060396.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060396.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060396.JPG,2025-05-09 14:08:48,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060396.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060396.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060396.JPG"">G0060396.JPG</a>",CRESCENTE,POINT (563368.8561796303 9550125.824107766),861,9.99999999996323,8.62,8+620,5.8
CRESCENTE,G0060399.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060399.JPG,Unknown,3341,2923,3,0,A-32b,Unspecified,0,0,2617,1027,2809,1203,824ea625-8095-4e3c-b720-f3986b057129,2025-05-09,14:08:51,-38.428781799999996,-4.069862299972222,51.271,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060399.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060399.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060399.JPG,2025-05-09 14:08:51,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060399.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060399.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060399.JPG"">G0060399.JPG</a>",CRESCENTE,POINT (563404.1118164961 9550127.9105041),865,9.99999999996323,8.66,8+660,5.8
CRESCENTE,G0060402.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060402.JPG,Unknown,3341,2923,3,0,R-19.4,Unspecified,0,0,2341,1187,2479,1323,6e32cdf9-55a4-40ad-b7ba-d83a810cf418,2025-05-09,14:08:54,-38.4284502,-4.069840799972222,51.096,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060402.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060402.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060402.JPG,2025-05-09 14:08:54,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060402.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060402.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060402.JPG"">G0060402.JPG</a>",CRESCENTE,POINT (563440.9216721437 9550130.261085235),869,10.000000000079439,8.7,8+700,5.8
CRESCENTE,G0060406.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060406.JPG,Unknown,3341,2923,3,0,UNICA,Unspecified,0,0,2201,1157,2407,1291,a72d5089-5626-453b-a488-bebe7d5b3cd7,2025-05-09,14:08:58,-38.42802149997222,-4.069817099972222,50.846,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060406.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060406.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060406.JPG,2025-05-09 14:08:58,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060406.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060406.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060406.JPG"">G0060406.JPG</a>",CRESCENTE,POINT (563488.5099766192 9550132.8472059),873,10.000000000079439,8.74,8+740,5.8
CRESCENTE,G0060489.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060489.JPG,Unknown,3341,2923,3,0,A-32a,Unspecified,0,0,2813,906,3238,1361,a239fc9a-c6e3-4bcc-b4e9-ceb26d22eacd,2025-05-09,14:10:21,-38.424095799999996,-4.069560899972222,49.257,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060489.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060489.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060489.JPG,2025-05-09 14:10:21,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060489.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060489.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060489.JPG"">G0060489.JPG</a>",CRESCENTE,POINT (563924.2898781006 9550160.858052937),917,10.000000000026802,9.18,9+180,5.8
CRESCENTE,G0060528.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060528.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2259,1126,2409,1269,664d1b7d-cabb-427b-8b4f-7509071c9f7f,2025-05-09,14:11:00,-38.42139499997222,-4.069386299972222,48.728,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060528.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060528.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060528.JPG,2025-05-09 14:11:00,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060528.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060528.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060528.JPG"">G0060528.JPG</a>",CRESCENTE,POINT (564224.0975985902 9550179.944196513),947,9.999999999954127,9.48,9+480,5.8
CRESCENTE,G0060536.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060536.JPG,Unknown,3341,2923,3,0,R-1,Unspecified,0,0,2097,1149,2149,1241,a6522569-a896-4ad8-9a3b-0407c5f075f8,2025-05-09,14:11:08,-38.42078639997222,-4.0693608,48.292,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060536.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060536.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060536.JPG,2025-05-09 14:11:08,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060536.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060536.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060536.JPG"">G0060536.JPG</a>",CRESCENTE,POINT (564291.655400892 9550182.714555424),954,9.999999999838968,9.55,9+550,5.8
CRESCENTE,G0060578.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060578.JPG,Unknown,3341,2923,3,0,UNICA,Unspecified,0,0,2435,1097,2643,1230,7179b8fe-6eef-45c1-a8d8-3e6be885b427,2025-05-09,14:11:50,-38.418918299999994,-4.069239699972222,46.712,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060578.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060578.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060578.JPG,2025-05-09 14:11:50,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060578.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060578.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060578.JPG"">G0060578.JPG</a>",CRESCENTE,POINT (564499.0278062202 9550195.952105265),975,9.999999999947534,9.76,9+760,5.8
CRESCENTE,G0060598.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060598.JPG,Unknown,3341,2923,3,0,MQ,Unspecified,0,0,2116,1197,2189,1287,2c16a187-8904-489a-a088-538f6da02ece,2025-05-09,14:12:10,-38.41682529997222,-4.0691027,42.399,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060598.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060598.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060598.JPG,2025-05-09 14:12:10,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060598.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060598.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060598.JPG"">G0060598.JPG</a>",CRESCENTE,POINT (564731.3659797977 9550210.928757489),998,10.000000000063757,9.99,9+990,5.8
CRESCENTE,G0060604.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060604.JPG,Unknown,3341,2923,3,0,R-19.6,Unspecified,0,0,2361,1182,2482,1299,8eee89a9-74a5-4b5a-99ae-50fe2f69ca7e,2025-05-09,14:12:16,-38.416140399999996,-4.069046199972222,42.338,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060604.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060604.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060604.JPG,2025-05-09 14:12:16,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060604.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060604.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060604.JPG"">G0060604.JPG</a>",CRESCENTE,POINT (564807.3958094157 9550217.119403716),1006,10.000000000040696,10.07,10+070,5.8
CRESCENTE,G0060650.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060650.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2127,1149,2239,1255,f5c2b6d7-da2c-4355-b1a9-b60a7132d4c7,2025-05-09,14:13:02,-38.410546199972224,-4.0690754,44.676,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060650.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060650.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060650.JPG,2025-05-09 14:13:02,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060650.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060650.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060650.JPG"">G0060650.JPG</a>",CRESCENTE,POINT (565428.3616149365 9550213.440408586),1068,10.000000000031445,10.69,10+690,5.8
CRESCENTE,G0060667.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060667.JPG,Unknown,3341,2923,3,0,UNICA,Unspecified,0,0,2403,1095,2723,1283,1b38dbac-79aa-441b-a384-1b8d8a39c375,2025-05-09,14:13:19,-38.408331499999996,-4.069278399972222,43.864,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060667.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060667.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060667.JPG,2025-05-09 14:13:19,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060667.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060667.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060667.JPG"">G0060667.JPG</a>",CRESCENTE,POINT (565674.1817647079 9550190.820675906),1093,9.999999999954587,10.94,10+940,5.8
CRESCENTE,G0060675.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060675.JPG,Unknown,3341,2923,3,0,R-19.8,Unspecified,0,0,2968,871,3333,1261,e987319b-f80b-43f9-a646-62eb69a0f999,2025-05-09,14:13:27,-38.40729149997222,-4.069372099972222,43.049,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060675.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060675.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060675.JPG,2025-05-09 14:13:27,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060675.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060675.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060675.JPG"">G0060675.JPG</a>",CRESCENTE,POINT (565789.6164683341 9550180.378260996),1104,9.999999999838636,11.05,11+050,5.8
CRESCENTE,G0060706.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060706.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2112,1142,2222,1254,7f1d776c-51d2-42f2-8ae3-d849199dac02,2025-05-09,14:13:58,-38.4034063,-4.069721799972222,42.333,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060706.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060706.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060706.JPG,2025-05-09 14:13:58,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060706.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060706.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060706.JPG"">G0060706.JPG</a>",CRESCENTE,POINT (566220.8538493705 9550141.404216893),1147,10.000000000120854,11.48,11+480,5.8
CRESCENTE,G0060742.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060742.JPG,Unknown,3341,2923,3,0,MQ,Unspecified,0,0,2073,1214,2133,1280,e165d635-fc65-4580-95c8-d01f3c182de6,2025-05-09,14:14:34,-38.398887999972224,-4.0701488999999995,42.424,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060742.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060742.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060742.JPG,2025-05-09 14:14:34,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060742.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060742.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060742.JPG"">G0060742.JPG</a>",CRESCENTE,POINT (566722.3603376329 9550093.819807008),1198,9.999999999945167,11.99,11+990,5.8
CRESCENTE,G0060859.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060859.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2199,1181,2303,1289,9a65c2bc-fea8-4d5f-9ab3-82c033a7252a,2025-05-09,14:16:32,-38.3920703,-4.070825199972222,38.974,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060859.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060859.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060859.JPG,2025-05-09 14:16:32,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060859.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060859.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060859.JPG"">G0060859.JPG</a>",CRESCENTE,POINT (567479.0847157976 9550018.493606),1274,9.999999999841135,12.75,12+750,5.8
CRESCENTE,G0060888.JPG,E:\72 - Projeto Trechos Críticos (PSV)\M01-S01-CE-350-1\SEPARADO\CRESCENTE\G0060888.JPG,Unknown,3341,2923,3,0,R-7,Unspecified,0,0,2093,1181,2193,1283,e75aa828-33f2-470e-9675-c1df509913af,2025-05-09,14:17:01,-38.388950799999996,-4.070766199972222,34.205,,,GoPro,HERO11 Black,DCIM\106GOPRO\G0060888.JPG,,D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060888.JPG,D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060888.JPG,2025-05-09 14:17:01,"<img src = ""D:\CE 350 LVC\COMPRIMIDO\106GOPRO\G0060888.JPG"" width=""300"" height=""225""/>",file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060888.JPG,"<a href=""file:///D:/CE 350 LVC/COMPRIMIDO\106GOPRO\G0060888.JPG"">G0060888.JPG</a>",CRESCENTE,POINT (567825.3614977029 9550024.754078288),1309,9.999999999977138,13.1,13+100,5.8
